INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182000558,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E13,572,,2018-01-03 07:53:00,2018,1,Wednesday,7,Part Two,IFFLEY RD,42.31236627,-71.0993374,"(42.31236627, -71.09933740)"
I172057998,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,,2017-07-16 21:30:00,2017,7,Sunday,21,Part Three,HUNTINGTON AVE,,,"(0.00000000, 0.00000000)"
I172085974,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B3,434,,2017-10-15 01:08:00,2017,10,Sunday,1,Part Three,NORFOLK ST,42.28634708,-71.07954782,"(42.28634708, -71.07954782)"
I172017238,2610,Other,TRESPASSING,A1,88,,2017-03-03 19:06:00,2017,3,Friday,19,Part Two,NORTH SQ,42.36386575,-71.05351919,"(42.36386575, -71.05351919)"
I172055090,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,309,,2017-07-08 11:08:00,2017,7,Saturday,11,Part Three,WARREN ST,42.31993295,-71.08157395,"(42.31993295, -71.08157395)"
I172096740,1402,Vandalism,VANDALISM,B2,326,,2017-11-19 23:30:00,2017,11,Sunday,23,Part Two,BRUNSWICK ST,42.31089986,-71.08007661,"(42.31089986, -71.08007661)"
I172080220,3207,Property Found,PROPERTY - FOUND,C11,403,,2017-09-26 09:49:00,2017,9,Tuesday,9,Part Three,MERCIER AVE,42.28279696,-71.06605881,"(42.28279696, -71.06605881)"
I162039270,2610,Other,TRESPASSING,B3,426,,2016-05-19 22:00:00,2016,5,Thursday,22,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I172061654,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,342,,2017-07-29 13:54:00,2017,7,Saturday,13,Part One,HOMES AVE,42.30288397,-71.06918798,"(42.30288397, -71.06918798)"
I152056895,617,Larceny,LARCENY THEFT FROM BUILDING,A7,29,,2015-07-10 10:18:00,2015,7,Friday,10,Part One,ORLEANS ST,42.37004744,-71.03610951,"(42.37004744, -71.03610951)"
I182016771,3115,Investigate Person,INVESTIGATE PERSON,C11,389,,2018-03-04 19:14:00,2018,3,Sunday,19,Part Three,GRANITE AVE,42.28221207,-71.05556154,"(42.28221207, -71.05556154)"
I172032938,3115,Investigate Person,INVESTIGATE PERSON,E13,572,,2017-04-27 21:09:00,2017,4,Thursday,21,Part Three,WASHINGTON ST,42.31538436,-71.09870021,"(42.31538436, -71.09870021)"
I182030889,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18,492,,2018-04-25 09:49:00,2018,4,Wednesday,9,Part Three,SAFFORD ST,42.26649016,-71.11462926,"(42.26649016, -71.11462926)"
I162006484,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,265,,2016-01-24 20:30:00,2016,1,Sunday,20,Part One,COPELAND PARK,42.32287054,-71.07941336,"(42.32287054, -71.07941336)"
I152089826,3301,Verbal Disputes,VERBAL DISPUTE,C11,336,,2015-10-29 20:26:00,2015,10,Thursday,20,Part Three,HAMILTON ST,42.30816879,-71.06964861,"(42.30816879, -71.06964861)"
I182040478,3115,Investigate Person,INVESTIGATE PERSON,B2,325,,2018-05-26 19:41:00,2018,5,Saturday,19,Part Three,HOWARD AVE,42.31531528,-71.07544326,"(42.31531528, -71.07544326)"
I182014242,3305,Assembly or Gathering Violations,DEMONSTRATIONS/RIOT,A1,114,,2018-02-23 08:20:00,2018,2,Friday,8,Part Three,CONGRESS ST,42.3530074,-71.05289344,"(42.35300740, -71.05289344)"
I152067429,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,C6,199,,2015-08-15 00:26:00,2015,8,Saturday,0,Part Three,DORCHESTER AVE,42.33976143,-71.0570922,"(42.33976143, -71.05709220)"
I172078689,3130,Search Warrants,SEARCH WARRANT,B2,587,,2017-09-21 18:40:00,2017,9,Thursday,18,Part Three,TERRACE ST,42.33119618,-71.09632079,"(42.33119618, -71.09632079)"
I172032263,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,C11,367,,2017-04-25 17:11:00,2017,4,Tuesday,17,Part Three,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I162032387,3201,Property Lost,PROPERTY - LOST,A1,122,,2016-04-24 20:00:00,2016,4,Sunday,20,Part Three,TREMONT ST,42.35079907,-71.06500775,"(42.35079907, -71.06500775)"
I162079841,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,352,,2016-09-29 18:50:00,2016,9,Thursday,18,Part Two,ARCADIA ST,42.30183841,-71.06127819,"(42.30183841, -71.06127819)"
I162037733,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,333,,2016-05-14 20:21:00,2016,5,Saturday,20,Part One,MOUNT EVERETT ST,42.31013569,-71.0702931,"(42.31013569, -71.07029310)"
I182012392,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,288,,2018-02-16 12:12:00,2018,2,Friday,12,Part Two,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
I152093985,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,624,,2015-11-12 14:39:00,2015,11,Thursday,14,Part Three,BROOKLINE AVE,42.34717072,-71.09855075,"(42.34717072, -71.09855075)"
I172073688,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,389,,2017-09-05 21:05:00,2017,9,Tuesday,21,Part Two,RANGELEY ST,42.28065953,-71.0604167,"(42.28065953, -71.06041670)"
I152086243,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,442,,2015-10-17 03:05:00,2015,10,Saturday,3,Part Two,BERNARD ST,42.29243585,-71.07950617,"(42.29243585, -71.07950617)"
I152085574,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,903,,2015-10-14 21:22:00,2015,10,Wednesday,21,Part Two,SHAWMUT AVE,42.33543394,-71.08076738,"(42.33543394, -71.08076738)"
I162090308,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,111,,2016-11-04 05:15:00,2016,11,Friday,5,Part Three,COVENTRY ST,42.33695098,-71.08574813,"(42.33695098, -71.08574813)"
I162010819,3501,Missing Person Reported,MISSING PERSON,E13,582,,2016-02-09 14:50:00,2016,2,Tuesday,14,Part Three,WARREN ST,42.34946444,-71.14270449,"(42.34946444, -71.14270449)"
I172078298,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,429,,2017-09-20 15:35:00,2017,9,Wednesday,15,Part Two,WILDWOOD ST,42.28329468,-71.08824065,"(42.28329468, -71.08824065)"
I172028482,3001,Medical Assistance,DEATH INVESTIGATION,D14,814,,2017-04-12 14:17:00,2017,4,Wednesday,14,Part Three,HOPEDALE ST,42.35970705,-71.12673506,"(42.35970705, -71.12673506)"
I172072892,3301,Verbal Disputes,VERBAL DISPUTE,B3,463,,2017-09-02 21:32:00,2017,9,Saturday,21,Part Three,WILBERT RD,42.29406247,-71.09004553,"(42.29406247, -71.09004553)"
I152063444,3301,Verbal Disputes,VERBAL DISPUTE,B3,432,,2015-08-01 04:38:00,2015,8,Saturday,4,Part Three,WOODROW AVE,42.28756451,-71.08223781,"(42.28756451, -71.08223781)"
I162102041,3125,Warrant Arrests,WARRANT ARREST,E13,639,,2016-12-15 06:05:00,2016,12,Thursday,6,Part Three,CENTRE ST,42.3162358,-71.11387466,"(42.31623580, -71.11387466)"
I162070997,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,329,,2016-08-27 18:00:00,2016,8,Saturday,18,Part One,WASHINGTON ST,42.30576686,-71.08097517,"(42.30576686, -71.08097517)"
I182028480,3501,Missing Person Reported,MISSING PERSON,A7,23,,2018-04-15 18:00:00,2018,4,Sunday,18,Part Three,LEXINGTON ST,42.37773566,-71.03743771,"(42.37773566, -71.03743771)"
I172071640,2629,Harassment,HARASSMENT,C6,936,,2017-08-29 22:13:00,2017,8,Tuesday,22,Part Two,CROWLEY-ROGERS WAY,42.33985505,-71.05439202,"(42.33985505, -71.05439202)"
I152055529,2610,Other,TRESPASSING,A15,38,,2015-07-05 16:25:00,2015,7,Sunday,16,Part Two,NINTH ST,42.37558378,-71.05182911,"(42.37558378, -71.05182911)"
I152096996,1874,Drug Violation,DRUGS - OTHER,A1,117,,2015-11-22 17:45:00,2015,11,Sunday,17,Part Two,BOYLSTON ST,42.3523414,-71.06296987,"(42.35234140, -71.06296987)"
I182053049,2647,Other,THREATS TO DO BODILY HARM,D4,168,,2018-07-05 16:00:00,2018,7,Thursday,16,Part Two,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
I182030456,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,916,,2018-04-23 18:52:49,2018,4,Monday,18,Part Three,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I162078220,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,758,,2016-09-21 09:00:00,2016,9,Wednesday,9,Part One,BRACKETT ST,42.35110337,-71.16524536,"(42.35110337, -71.16524536)"
I152105102,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,573,,2015-12-21 09:21:00,2015,12,Monday,9,Part Three,GREEN ST,42.30999052,-71.10588122,"(42.30999052, -71.10588122)"
I152100119,3502,Missing Person Located,MISSING PERSON - LOCATED,C11,337,,2015-11-23 21:00:00,2015,11,Monday,21,Part Three,COLUMBIA RD,42.30723714,-71.07623393,"(42.30723714, -71.07623393)"
I182015834,3115,Investigate Person,INVESTIGATE PERSON,D4,134,,2018-03-01 07:52:00,2018,3,Thursday,7,Part Three,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)"
I172014642,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,304,,2017-02-21 18:00:00,2017,2,Tuesday,18,Part Three,WASHINGTON ST,42.31851534,-71.09560596,"(42.31851534, -71.09560596)"
I172075484,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,416,,2017-09-11 16:28:00,2017,9,Monday,16,Part Three,WILMINGTON AVE,42.2799304,-71.0741148,"(42.27993040, -71.07411480)"
I182042528,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,C6,913,,2018-06-02 12:40:00,2018,6,Saturday,12,Part Three,OCEAN VIEW DR,42.31957856,-71.04032766,"(42.31957856, -71.04032766)"
I162027287,3501,Missing Person Reported,MISSING PERSON,E13,572,,2016-04-07 00:00:00,2016,4,Thursday,0,Part Three,WALNUT AVE,42.3128606,-71.0957278,"(42.31286060, -71.09572780)"
I162010625,3114,Investigate Property,INVESTIGATE PROPERTY,C6,228,,2016-01-11 10:00:00,2016,1,Monday,10,Part Three,E BROADWAY,42.3357882,-71.02612007,"(42.33578820, -71.02612007)"
I172079859,3410,Towed,TOWED MOTOR VEHICLE,A15,44,,2017-09-25 11:28:00,2017,9,Monday,11,Part Three,MEDFORD ST,42.38048207,-71.06087725,"(42.38048207, -71.06087725)"
I152060297,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,33,,2015-07-21 00:00:00,2015,7,Tuesday,0,Part Two,EVERETT ST,42.36517023,-71.02934347,"(42.36517023, -71.02934347)"
I162059133,2610,Other,TRESPASSING,B3,431,,2016-07-24 20:31:00,2016,7,Sunday,20,Part Two,CALLENDER ST,42.28855818,-71.0883947,"(42.28855818, -71.08839470)"
I152095263,423,Aggravated Assault,ASSAULT - AGGRAVATED,E5,680,,2015-11-16 17:45:00,2015,11,Monday,17,Part One,CORINTH ST,42.28593201,-71.12933705,"(42.28593201, -71.12933705)"
I162035158,301,Robbery,ROBBERY - STREET,B2,320,,2016-05-06 10:57:00,2016,5,Friday,10,Part One,BLUE HILL AVE,42.3088984,-71.0830519,"(42.30889840, -71.08305190)"
I182046140,3410,Towed,TOWED MOTOR VEHICLE,B2,326,,2018-06-14 08:42:00,2018,6,Thursday,8,Part Three,DUNKELD ST,42.31277782,-71.07562922,"(42.31277782, -71.07562922)"
I152055557,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,648,,2015-07-05 20:47:00,2015,7,Sunday,20,Part Three,SAINT JOSEPH ST,42.30685329,-71.11528757,"(42.30685329, -71.11528757)"
I162091856,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,B2,323,,2016-11-05 19:00:00,2016,11,Saturday,19,Part Two,QUINCY ST,42.31528744,-71.08015967,"(42.31528744, -71.08015967)"
I152073689,2647,Other,THREATS TO DO BODILY HARM,E5,680,,2015-09-04 17:00:00,2015,9,Friday,17,Part Two,COHASSET ST,42.2850392,-71.13093078,"(42.28503920, -71.13093078)"
I162027335,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,393,,2016-04-08 21:26:00,2016,4,Friday,21,Part Two,MONSIGNOR PATRICK J. LYDO,42.28866198,-71.06130524,"(42.28866198, -71.06130524)"
I152090288,617,Larceny,LARCENY THEFT FROM BUILDING,A7,23,,2015-10-31 11:15:00,2015,10,Saturday,11,Part One,LEXINGTON ST,42.37773566,-71.03743771,"(42.37773566, -71.03743771)"
I162080257,2647,Other,THREATS TO DO BODILY HARM,C11,339,,2016-10-01 01:28:00,2016,10,Saturday,1,Part Two,CHURCH ST,42.30811624,-71.05961129,"(42.30811624, -71.05961129)"
I152074922,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,426,,2015-09-09 14:20:00,2015,9,Wednesday,14,Part Two,RIVER ST,42.26956689,-71.09075049,"(42.26956689, -71.09075049)"
I162092441,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,293,,2016-11-10 12:50:00,2016,11,Thursday,12,Part Three,CEDAR ST,42.32541109,-71.09141411,"(42.32541109, -71.09141411)"
I172099509,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,D4,627,,2017-11-30 15:35:00,2017,11,Thursday,15,Part Three,BOYLSTON ST,42.34396866,-71.100013,"(42.34396866, -71.10001300)"
I152068560,2610,Other,TRESPASSING,B3,456,,2015-08-19 00:17:00,2015,8,Wednesday,0,Part Two,GLENWAY ST,42.30018979,-71.08244261,"(42.30018979, -71.08244261)"
I182045671,3301,Verbal Disputes,VERBAL DISPUTE,B3,420,,2018-06-12 17:32:00,2018,6,Tuesday,17,Part Three,MORTON ST,42.28028398,-71.08235497,"(42.28028398, -71.08235497)"
I172035609,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,E5,736,,2017-05-06 12:32:00,2017,5,Saturday,12,Part Three,CENTRE ST,42.285946,-71.1553982,"(42.28594600, -71.15539820)"
I182044626,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C11,362,,2018-06-09 09:57:00,2018,6,Saturday,9,Part Two,LYNDHURST ST,42.29290563,-71.06955795,"(42.29290563, -71.06955795)"
I182060536,619,Larceny,LARCENY ALL OTHERS,C6,215,,2018-07-31 16:37:00,2018,7,Tuesday,16,Part One,E ST,42.33539376,-71.05212586,"(42.33539376, -71.05212586)"
I162066782,3410,Towed,TOWED MOTOR VEHICLE,D14,788,,2016-08-18 08:21:00,2016,8,Thursday,8,Part Three,CHISWICK RD,42.33996911,-71.15048615,"(42.33996911, -71.15048615)"
I162098602,801,Simple Assault,ASSAULT - SIMPLE,C6,223,,2016-11-20 10:58:00,2016,11,Sunday,10,Part Two,E THIRD ST,42.33658292,-71.03027628,"(42.33658292, -71.03027628)"
I152104892,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11,360,,2015-12-20 12:32:00,2015,12,Sunday,12,Part Two,DORCHESTER AVE,42.29861807,-71.06064186,"(42.29861807, -71.06064186)"
I162089909,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B2,258,,2016-11-02 19:15:00,2016,11,Wednesday,19,Part Two,MONADNOCK ST,42.31633855,-71.06879992,"(42.31633855, -71.06879992)"
I172029907,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E5,724,,2017-04-17 12:10:00,2017,4,Monday,12,Part Three,VFW PKWY,42.2711311,-71.17267965,"(42.27113110, -71.17267965)"
I172022042,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,266,,2017-03-20 20:30:00,2017,3,Monday,20,Part Three,MOUNT PLEASANT AVE,42.32588656,-71.07818807,"(42.32588656, -71.07818807)"
I172053247,423,Aggravated Assault,ASSAULT - AGGRAVATED,C6,186,,2017-07-02 12:33:00,2017,7,Sunday,12,Part One,ALLSTATE RD,,,"(0.00000000, 0.00000000)"
I172034099,3201,Property Lost,PROPERTY - LOST,D4,620,,2017-04-28 02:00:00,2017,4,Friday,2,Part Three,HEMENWAY ST,42.34669151,-71.08915488,"(42.34669151, -71.08915488)"
I152073060,1402,Vandalism,VANDALISM,A7,10,,2015-09-02 19:52:00,2015,9,Wednesday,19,Part Two,BOARDMAN ST,42.38817033,-71.00939544,"(42.38817033, -71.00939544)"
I182061851,3115,Investigate Person,INVESTIGATE PERSON,D4,159,,2018-08-04 19:03:00,2018,8,Saturday,19,Part Three,SHAWMUT AVE,42.34168606,-71.07140028,"(42.34168606, -71.07140028)"
I182028910,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,783,,2018-04-18 09:45:00,2018,4,Wednesday,9,Part Three,WARREN ST,42.34894483,-71.14087199,"(42.34894483, -71.14087199)"
I182061852,3115,Investigate Person,INVESTIGATE PERSON,A7,14,,2018-08-04 18:40:00,2018,8,Saturday,18,Part Three,BENNINGTON ST,42.38359791,-71.01565007,"(42.38359791, -71.01565007)"
I172067582,617,Larceny,LARCENY THEFT FROM BUILDING,D4,133,,2017-08-16 19:38:00,2017,8,Wednesday,19,Part One,NEWBURY ST,42.35118005,-71.07666607,"(42.35118005, -71.07666607)"
I172098133,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,94,,2017-11-25 18:53:00,2017,11,Saturday,18,Part One,CLINTON ST,42.36067984,-71.05482325,"(42.36067984, -71.05482325)"
I182042249,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,332,,2018-06-01 14:11:00,2018,6,Friday,14,Part Three,COLUMBIA RD,42.31514179,-71.06704709,"(42.31514179, -71.06704709)"
I152068002,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,822,,2015-07-18 20:00:00,2015,7,Saturday,20,Part One,WASHINGTON ST,42.26634159,-71.15147265,"(42.26634159, -71.15147265)"
I172030954,619,Larceny,LARCENY ALL OTHERS,D4,624,,2017-04-20 21:00:00,2017,4,Thursday,21,Part One,HUNTINGTON AVE,42.34044966,-71.08845935,"(42.34044966, -71.08845935)"
I152100107,3201,Property Lost,PROPERTY - LOST,B3,469,,2015-12-04 11:49:00,2015,12,Friday,11,Part Three,MULVEY ST,42.27924052,-71.09667382,"(42.27924052, -71.09667382)"
I172035826,2629,Harassment,HARASSMENT,E18,525,,2017-05-05 17:30:00,2017,5,Friday,17,Part Two,SIERRA RD,42.23727444,-71.12624263,"(42.23727444, -71.12624263)"
I152053834,619,Larceny,LARCENY ALL OTHERS,D4,134,,2015-06-29 17:59:00,2015,6,Monday,17,Part One,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)"
I172041407,1402,Vandalism,VANDALISM,C11,399,,2017-05-16 17:00:00,2017,5,Tuesday,17,Part Two,WALTON ST,42.28724944,-71.07076867,"(42.28724944, -71.07076867)"
I182022203,3207,Property Found,PROPERTY - FOUND,A1,167,,2018-03-25 12:01:00,2018,3,Sunday,12,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I172028413,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,B2,329,,2017-04-12 10:45:00,2017,4,Wednesday,10,Part Two,GENEVA AVE,42.30849045,-71.08210359,"(42.30849045, -71.08210359)"
I152093971,3501,Missing Person Reported,MISSING PERSON,E18,533,,2015-11-12 11:23:00,2015,11,Thursday,11,Part Three,RIVER ST,42.24973808,-71.13094002,"(42.24973808, -71.13094002)"
I152104813,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,94,,2015-12-20 01:55:00,2015,12,Sunday,1,Part One,CLINTON ST,42.360795,-71.053757,"(42.36079500, -71.05375700)"
I152077217,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B3,426,,2015-09-17 01:25:00,2015,9,Thursday,1,Part Three,BLUE HILL AVE,42.267716,-71.093708,"(42.26771600, -71.09370800)"
I152083390,617,Larceny,LARCENY THEFT FROM BUILDING,C6,192,,2015-10-07 13:51:00,2015,10,Wednesday,13,Part One,OLD COLONY AVE,42.32890929,-71.05260009,"(42.32890929, -71.05260009)"
I172054084,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13, ,,2017-07-05 09:36:00,2017,7,Wednesday,9,Part Three,,42.31490192,-71.09720122,"(42.31490192, -71.09720122)"
I152056738,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,444,,2015-07-09 18:17:00,2015,7,Thursday,18,Part Two,AMERICAN LEGION HWY,42.29817919,-71.08692159,"(42.29817919, -71.08692159)"
I162028502,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,282,,2016-04-12 22:33:00,2016,4,Tuesday,22,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I162090005,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,171,,2016-11-03 07:10:00,2016,11,Thursday,7,Other,E CONCORD ST,42.33572403,-71.07232651,"(42.33572403, -71.07232651)"
I162090352,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,201,,2016-11-03 23:55:00,2016,11,Thursday,23,Part One,W THIRD ST,42.34007996,-71.05069754,"(42.34007996, -71.05069754)"
I152070061,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,B2,330,,2015-08-24 09:03:00,2015,8,Monday,9,Part Two,BLUE HILL AVE,42.30638316,-71.08435635,"(42.30638316, -71.08435635)"
I172034503,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,675,,2017-05-02 20:53:00,2017,5,Tuesday,20,Part Three,WALWORTH ST,42.287567,-71.13669522,"(42.28756700, -71.13669522)"
I152062469,1402,Vandalism,VANDALISM,E5,662,,2015-07-28 12:00:00,2015,7,Tuesday,12,Part Two,ASHFIELD ST,42.29034473,-71.13090214,"(42.29034473, -71.13090214)"
